卫视频道,#genre#
湖北卫视,http://115.149.139.141:10001/tsfile/live/1027_1.m3u8
吉林卫视,http://58.221.214.82:9901/tsfile/live/0116_1.m3u8
河南卫视,http://218.89.240.144:59901/tsfile/live/0139_1.m3u8
江苏卫视,http://112.46.85.60:8009/hls/33/index.m3u8
辽宁卫视,http://58.57.40.22:9901/tsfile/live/1035_1.m3u8
山西卫视,http://221.226.4.10:9901/tsfile/live/0118_1.m3u8
黑龙江卫视,http://218.13.170.98:9901/tsfile/live/1006_1.m3u8
山西卫视,http://120.76.248.139/live/bfgd/4200000109.m3u8
宁夏卫视,http://113.15.109.216:59901/tsfile/live/0112_1.m3u8
东方卫视,http://113.57.93.165:9900/tsfile/live/0107_1.m3u8
四川卫视,http://113.57.93.165:9900/tsfile/live/0123_1.m3u8
河北卫视,http://115.149.139.141:10001/tsfile/live/1033_1.m3u8
甘肃卫视,http://112.46.85.60:8009/hls/51/index.m3u8
云南卫视,http://58.57.40.22:9901/tsfile/live/1047_1.m3u8
云南卫视,http://101.65.34.154:9901/tsfile/live/0110_1.m3u8
河南卫视,http://1.198.30.184:9901/tsfile/live/0139_1.m3u8
湖南卫视,http://123.129.70.178:9901/tsfile/live/0128_1.m3u8
宁夏卫视,http://112.46.85.60:8009/hls/52/index.m3u8
北京卫视,http://221.226.4.10:9901/tsfile/live/1012_1.m3u8
贵州卫视,http://112.46.85.60:8009/hls/50/index.m3u8
广西卫视,http://58.19.43.46:9901/tsfile/live/1004_1.m3u8
陕西卫视,http://218.89.240.144:59901/tsfile/live/0136_1.m3u8
四川卫视,http://58.57.40.22:9901/tsfile/live/1046_1.m3u8
贵州卫视,http://101.66.198.240:9901/tsfile/live/0120_1.m3u8
广东卫视,http://124.116.183.146:9901/tsfile/live/0125_1.m3u8
上海卫视,http://61.138.128.226:19901/tsfile/live/0107_1.m3u8
辽宁卫视,http://175.16.153.39:9901/tsfile/live/0121_1.m3u8
青海卫视,http://61.138.128.226:19901/tsfile/live/0140_1.m3u8
青海卫视,http://221.226.4.10:9901/tsfile/live/0140_1.m3u8
广西卫视,http://218.89.240.144:59901/tsfile/live/0113_1.m3u8
浙江卫视,http://218.3.138.25:1111/tsfile/live/1019_1.m3u8
江苏卫视,http://58.57.40.22:9901/tsfile/live/1031_1.m3u8
新疆卫视,http://58.57.40.22:9901/tsfile/live/1055_1.m3u8
湖北卫视,http://112.46.85.60:8009/hls/39/index.m3u8
吉林卫视,http://112.46.105.20:8009/hls/48/index.m3u8
湖北卫视,http://61.136.172.236:9901/tsfile/live/0132_1.m3u8
上海卫视,http://111.227.196.164:9901/tsfile/live/0107_1.m3u8
河北卫视,http://218.89.240.144:59901/tsfile/live/0117_1.m3u8
广西卫视,http://110.7.131.4:9901/tsfile/live/0113_1.m3u8
青海卫视,http://112.46.105.20:8009/hls/58/index.m3u8
浙江卫视,http://115.149.139.141:10001/tsfile/live/1024_1.m3u8
吉林卫视,http://112.46.85.60:8009/hls/48/index.m3u8
黑龙江卫视,http://110.7.131.4:9901/tsfile/live/0143_1.m3u8
江西卫视,http://175.16.153.39:9901/tsfile/live/0138_1.m3u8
东南卫视,http://61.138.128.226:19901/tsfile/live/1014_1.m3u8
西藏卫视,http://221.2.148.205:8154/tsfile/live/0111_1.m3u8
青海卫视,http://58.57.40.22:9901/tsfile/live/1057_1.m3u8
内蒙古卫视,http://112.46.85.60:8009/hls/60/index.m3u8
广东卫视,http://101.66.198.240:9901/tsfile/live/0125_1.m3u8
北京卫视,http://111.227.196.164:9901/tsfile/live/0122_1.m3u8
湖南卫视,http://218.89.240.144:59901/tsfile/live/0128_1.m3u8
黑龙江卫视,http://112.46.105.20:8009/hls/38/index.m3u8
湖南卫视,http://113.57.93.165:9900/tsfile/live/0128_1.m3u8
贵州卫视,http://221.2.148.205:8154/tsfile/live/0120_1.m3u8
浙江卫视,http://123.129.70.178:9901/tsfile/live/0124_1.m3u8
重庆卫视,http://113.15.109.216:59901/tsfile/live/0142_1.m3u8
宁夏卫视,http://110.7.131.4:9901/tsfile/live/0112_1.m3u8
江西卫视,http://221.2.148.205:8154/tsfile/live/0138_1.m3u8
三沙卫视,http://61.138.128.226:19901/tsfile/live/1020_1.m3u8
辽宁卫视,http://58.19.43.46:9901/tsfile/live/1041_1.m3u8
海南卫视,http://221.226.4.10:9901/tsfile/live/1025_1.m3u8
西藏卫视,http://61.138.128.226:19901/tsfile/live/0111_1.m3u8
东方卫视,http://101.65.34.154:9901/tsfile/live/0018_1.m3u8
东南卫视,http://110.53.218.182:9902/tsfile/live/0137_1.m3u8
山西卫视,http://player.521fanli.cn/1691/0/tide/tidem3u8.php
海南卫视,http://218.89.240.144:59901/tsfile/live/1000_1.m3u8
陕西卫视,http://112.46.105.20:8009/hls/17/index.m3u8
北京卫视,http://221.2.148.205:8154/tsfile/live/0122_1.m3u8
东方卫视,http://112.46.85.60:8009/hls/31/index.m3u8
深圳卫视,http://112.46.85.60:8009/hls/37/index.m3u8
湖南卫视,http://112.46.85.60:8009/hls/32/index.m3u8
北京卫视,http://113.195.8.140:9901/tsfile/live/0122_2.m3u8
贵州卫视,http://110.7.131.4:9901/tsfile/live/0120_1.m3u8
东南卫视,http://58.221.214.82:9901/tsfile/live/0137_1.m3u8
湖北卫视,http://218.89.240.144:59901/tsfile/live/0132_1.m3u8
重庆卫视,http://112.46.85.60:8009/hls/43/index.m3u8
广西卫视,http://221.2.148.205:8154/tsfile/live/0113_1.m3u8
海南卫视,http://58.221.214.82:9901/tsfile/live/0016_2.m3u8
贵州卫视,http://58.57.40.22:9901/tsfile/live/1042_1.m3u8
河北卫视,http://175.16.153.39:9901/tsfile/live/0117_1.m3u8
天津卫视,http://58.57.40.22:9901/tsfile/live/1034_1.m3u8
吉林卫视,http://175.16.153.39:9901/tsfile/live/0116_1.m3u8
广东卫视,http://113.195.8.140:9901/tsfile/live/0125_2.m3u8
湖北卫视,http://112.46.105.20:8009/hls/39/index.m3u8
江苏卫视,http://175.16.153.39:9901/tsfile/live/0127_1.m3u8
北京卫视,http://58.57.40.22:9901/tsfile/live/1032_1.m3u8
天津卫视,http://58.221.214.82:9901/tsfile/live/0135_1.m3u8
江西卫视,http://58.57.40.22:9901/tsfile/live/1043_1.m3u8
深圳卫视,http://58.57.40.22:9901/tsfile/live/1036_1.m3u8
海南卫视,http://112.132.10.54:9901/tsfile/live/1023_1.m3u8
贵州卫视,http://112.46.105.20:8009/hls/50/index.m3u8
安徽卫视,http://175.16.153.39:9901/tsfile/live/0130_1.m3u8
安徽卫视,http://61.138.128.226:19901/tsfile/live/0130_1.m3u8
湖南卫视,http://58.57.40.22:9901/tsfile/live/1028_1.m3u8
东南卫视,http://218.89.240.144:59901/tsfile/live/0137_1.m3u8
东方卫视,http://175.16.153.39:9901/tsfile/live/0107_1.m3u8
河北卫视,http://8.138.7.223/tv/hebtv.m3u8
重庆卫视,http://218.89.240.144:59901/tsfile/live/0142_1.m3u8
深圳卫视,http://218.89.240.144:59901/tsfile/live/0126_1.m3u8
浙江卫视,http://183.215.134.239:19901/tsfile/live/0124_1.m3u8
湖南卫视,http://182.150.23.74:808/hls/21/index.m3u8
河南卫视,http://112.46.85.60:8009/hls/46/index.m3u8
农林卫视,http://112.46.85.60:8009/hls/27/index.m3u8
广西卫视,http://112.46.85.60:8009/hls/53/index.m3u8
辽宁卫视,http://218.89.240.144:59901/tsfile/live/0121_1.m3u8
北京卫视,http://115.149.139.141:10001/tsfile/live/1022_1.m3u8
天津卫视,http://113.15.109.216:59901/tsfile/live/0135_1.m3u8
宁夏卫视,http://120.76.248.139/live/bfgd/4200000118.m3u8
云南卫视,http://112.46.105.20:8009/hls/56/index.m3u8
黑龙江卫视,http://112.46.85.60:8009/hls/38/index.m3u8
山东卫视,http://113.195.8.140:9901/tsfile/live/0131_2.m3u8
湖南卫视,http://61.156.228.12:8154/tsfile/live/0128_1.m3u8
深圳卫视,http://112.46.105.20:8009/hls/37/index.m3u8
西藏卫视,http://112.46.85.60:8009/hls/59/index.m3u8
深圳卫视,http://115.149.139.141:10001/tsfile/live/1032_1.m3u8
青海卫视,http://110.53.218.182:9902/tsfile/live/0140_1.m3u8
甘肃卫视,http://112.46.105.20:8009/hls/51/index.m3u8
四川卫视,http://61.136.172.236:9901/tsfile/live/0123_1.m3u8
陕西卫视,http://112.46.85.60:8009/hls/17/index.m3u8
广东卫视,http://60.223.224.176:8888/newlive/live/hls/20/live.m3u8
河北卫视,http://112.46.105.20:8009/hls/55/index.m3u8
康巴卫视,http://111.202.12.159:8080/3zvkK28/1000/live.m3u8
浙江卫视,http://112.46.85.60:8009/hls/34/index.m3u8
新疆卫视,http://112.46.85.60:8009/hls/61/index.m3u8
山西卫视,http://112.46.85.60:8009/hls/49/index.m3u8
湖南卫视,http://61.136.172.236:9901/tsfile/live/0128_1.m3u8
云南卫视,http://175.16.153.39:9901/tsfile/live/0119_1.m3u8
河南卫视,http://58.57.40.22:9901/tsfile/live/1048_1.m3u8
深圳卫视,http://175.16.153.39:9901/tsfile/live/0126_1.m3u8
东南卫视,http://112.46.85.60:8009/hls/45/index.m3u8
云南卫视,http://112.46.85.60:8009/hls/56/index.m3u8
北京卫视,http://1.198.30.184:9901/tsfile/live/0122_1.m3u8
江苏卫视,http://218.89.240.144:59901/tsfile/live/0127_1.m3u8
湖北卫视,http://120.76.248.139/live/bfgd/4200000102.m3u8
贵州卫视,http://218.89.240.144:59901/tsfile/live/0120_1.m3u8
贵州卫视,http://61.136.172.236:9901/tsfile/live/0120_1.m3u8
黑龙江卫视,http://175.16.153.39:9901/tsfile/live/0143_1.m3u8
安徽卫视,http://112.46.85.60:8009/hls/42/index.m3u8
广西卫视,http://61.136.172.236:9901/tsfile/live/0113_1.m3u8
四川卫视,http://112.46.85.60:8009/hls/41/index.m3u8
山东卫视,http://61.138.128.226:19901/tsfile/live/0131_1.m3u8
天津卫视,http://1.198.30.184:9901/tsfile/live/0135_1.m3u8
上海卫视,http://61.136.172.236:9901/tsfile/live/0107_1.m3u8
云南卫视,http://101.66.199.21:9901/tsfile/live/0119_1.m3u8
甘肃卫视,http://1.195.30.9:19901/tsfile/live/0141_1.m3u8
广西卫视,http://115.149.139.141:10001/tsfile/live/1037_1.m3u8
河北卫视,http://61.136.172.236:9901/tsfile/live/0117_1.m3u8
东南卫视,http://175.16.153.39:9901/tsfile/live/0137_1.m3u8
浙江卫视,http://222.134.245.16:9901/tsfile/live/0124_1.m3u8
安徽卫视,http://218.89.240.144:59901/tsfile/live/0130_1.m3u8
江西卫视,http://183.215.134.239:19901/tsfile/live/0138_1.m3u8
广西卫视,http://113.195.8.140:9901/tsfile/live/0113_2.m3u8
江西卫视,http://218.89.240.144:59901/tsfile/live/0138_1.m3u8
宁夏卫视,http://110.53.218.182:9902/tsfile/live/0112_1.m3u8
湖北卫视,http://124.116.183.146:9901/tsfile/live/0132_1.m3u8
天津卫视,http://61.136.172.236:9901/tsfile/live/0135_1.m3u8
天津卫视,http://218.89.240.144:59901/tsfile/live/0135_1.m3u8
山西卫视,http://111.227.196.164:9901/tsfile/live/0118_1.m3u8
江苏卫视,http://113.57.93.165:9900/tsfile/live/0127_1.m3u8
黑龙江卫视,http://58.57.40.22:9901/tsfile/live/1040_1.m3u8
广东卫视,http://218.89.240.144:59901/tsfile/live/0125_1.m3u8
河北卫视,http://58.57.40.22:9901/tsfile/live/1044_1.m3u8
重庆卫视,http://116.128.242.83:9901/tsfile/live/1011_1.m3u8
重庆卫视,http://112.132.10.54:9901/tsfile/live/0142_1.m3u8
西藏卫视,http://218.89.240.144:59901/tsfile/live/0111_1.m3u8
重庆卫视,http://61.136.172.236:9901/tsfile/live/0142_1.m3u8
山东卫视,http://61.136.172.236:9901/tsfile/live/0131_1.m3u8
宁夏卫视,http://61.138.128.226:19901/tsfile/live/0112_1.m3u8
湖南卫视,http://112.46.105.20:8009/hls/32/index.m3u8
重庆卫视,http://112.46.105.20:8009/hls/43/index.m3u8
江苏卫视,http://221.2.148.205:8154/tsfile/live/0127_1.m3u8
西藏卫视,http://112.46.105.20:8009/hls/59/index.m3u8
北京卫视,http://120.76.248.139/live/bfgd/4200000083.m3u8
云南卫视,http://1.195.30.9:19901/tsfile/live/0119_1.m3u8
重庆卫视,http://120.76.248.139/live/bfgd/4200000107.m3u8
江西卫视,http://111.227.196.164:9901/tsfile/live/0138_1.m3u8
江苏卫视,http://222.169.85.8:9901/tsfile/live/0127_1.m3u8
新疆卫视,http://222.169.85.8:9901/tsfile/live/0110_1.m3u8
黑龙江卫视,http://111.227.196.164:9901/tsfile/live/0143_1.m3u8
陕西卫视,http://222.169.85.8:9901/tsfile/live/0136_1.m3u8
东方卫视,http://120.76.248.139/live/bfgd/4200000093.m3u8
内蒙古卫视,http://112.46.105.20:8009/hls/60/index.m3u8
江苏卫视,http://115.149.139.141:10001/tsfile/live/1026_1.m3u8
安徽卫视,http://116.128.242.83:9901/tsfile/live/0128_1.m3u8
广西卫视,http://222.169.85.8:9901/tsfile/live/0113_1.m3u8
江苏卫视,http://111.227.196.164:9901/tsfile/live/0127_1.m3u8
内蒙古卫视,http://110.53.218.182:9902/tsfile/live/1007_1.m3u8
辽宁卫视,http://123.129.70.178:9901/tsfile/live/0121_1.m3u8
黑龙江卫视,http://218.89.240.144:59901/tsfile/live/0143_1.m3u8
江西卫视,http://112.46.85.60:8009/hls/47/index.m3u8
广东卫视,http://222.169.85.8:9901/tsfile/live/0125_1.m3u8
辽宁卫视,http://1.195.30.9:19901/tsfile/live/0121_1.m3u8
重庆卫视,http://1.198.30.184:9901/tsfile/live/0142_1.m3u8
兵团卫视,http://61.138.128.226:19901/tsfile/live/0115_1.m3u8
新疆卫视,http://222.134.245.16:9901/tsfile/live/0110_1.m3u8
陕西卫视,http://111.227.196.164:9901/tsfile/live/0136_1.m3u8
湖北卫视,http://222.134.245.16:9901/tsfile/live/0132_1.m3u8
吉林卫视,http://111.227.196.164:9901/tsfile/live/0116_1.m3u8
甘肃卫视,http://58.57.40.22:9901/tsfile/live/1056_1.m3u8
广西卫视,http://111.227.196.164:9901/tsfile/live/0113_1.m3u8
浙江卫视,http://l.cztvcloud.com/channels/lantian/SXpinghu3/720p.m3u8
宁夏卫视,http://112.46.105.20:8009/hls/52/index.m3u8
云南卫视,http://222.169.85.8:9901/tsfile/live/0119_1.m3u8
重庆卫视,http://222.169.85.8:9901/tsfile/live/0142_1.m3u8
河南卫视,http://111.227.196.164:9901/tsfile/live/0139_1.m3u8
湖北卫视,http://123.130.84.106:8154/tsfile/live/0132_1.m3u8
陕西卫视,http://223.241.247.214:9901/tsfile/live/0136_1.m3u8
北京卫视,http://218.89.240.144:59901/tsfile/live/0122_1.m3u8
贵州卫视,http://1.195.30.9:19901/tsfile/live/0120_1.m3u8
东方卫视,http://222.169.85.8:9901/tsfile/live/0018_1.m3u8
广西卫视,http://101.65.34.154:9901/tsfile/live/0112_1.m3u8
广东卫视,http://112.101.78.50:9901/tsfile/live/0125_1.m3u8
天津卫视,http://111.227.196.164:9901/tsfile/live/0135_1.m3u8
上海卫视,http://222.169.85.8:9901/tsfile/live/0018_1.m3u8
河南卫视,http://61.156.228.12:8154/tsfile/live/0139_1.m3u8
甘肃卫视,http://61.138.128.226:19901/tsfile/live/0141_1.m3u8
黑龙江卫视,http://123.129.70.178:9901/tsfile/live/0143_1.m3u8
陕西卫视,http://112.101.78.50:9901/tsfile/live/0136_1.m3u8
吉林卫视,http://101.65.34.154:9901/tsfile/live/0116_2.m3u8
安徽卫视,http://61.156.228.12:8154/tsfile/live/0130_1.m3u8
广西卫视,http://61.138.128.226:19901/tsfile/live/0113_1.m3u8
重庆卫视,http://111.227.196.164:9901/tsfile/live/0142_1.m3u8
深圳卫视,http://1.198.30.184:9901/tsfile/live/0126_1.m3u8
天津卫视,http://222.169.85.8:9901/tsfile/live/0135_1.m3u8
北京卫视,http://222.169.85.8:9901/tsfile/live/0017_1.m3u8
云南卫视,http://111.227.196.164:9901/tsfile/live/0119_1.m3u8
江苏卫视,http://1.195.30.9:19901/tsfile/live/0127_1.m3u8
广东卫视,http://112.46.105.20:8009/hls/36/index.m3u8
北京卫视,http://116.128.242.83:9901/tsfile/live/0126_1.m3u8
东南卫视,http://112.46.105.20:8009/hls/45/index.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8$1920x1080
东南卫视,http://101.66.198.240:9901/tsfile/live/0137_1.m3u8
天津卫视,http://221.2.148.205:8154/tsfile/live/0135_1.m3u8
湖北卫视,http://222.169.85.8:9901/tsfile/live/0132_1.m3u8
重庆卫视,http://112.101.78.50:9901/tsfile/live/0142_1.m3u8
湖北卫视,http://116.128.242.83:9901/tsfile/live/0121_1.m3u8
四川卫视,http://223.241.247.214:9901/tsfile/live/0123_1.m3u8
甘肃卫视,http://223.241.247.214:9901/tsfile/live/0141_1.m3u8
广东卫视,http://123.129.70.178:9901/tsfile/live/0125_1.m3u8
山东卫视,http://222.219.183.103:8089/hls/34/index.m3u8
东南卫视,http://221.2.148.205:8154/tsfile/live/0137_1.m3u8
黑龙江卫视,http://116.128.242.83:9901/tsfile/live/0143_1.m3u8
山东卫视,http://61.156.228.12:8154/tsfile/live/0131_1.m3u8
安徽卫视,http://222.169.85.8:9901/tsfile/live/0130_1.m3u8
浙江卫视,http://222.169.85.8:9901/tsfile/live/0019_1.m3u8
吉林卫视,http://222.134.245.16:9901/tsfile/live/0116_1.m3u8
青海卫视,http://221.2.148.205:8154/tsfile/live/0140_1.m3u8
黑龙江卫视,http://221.2.148.205:8154/tsfile/live/0143_1.m3u8
重庆卫视,http://61.138.128.226:19901/tsfile/live/0142_1.m3u8
河北卫视,http://116.128.242.83:9901/tsfile/live/0142_1.m3u8
新疆卫视,http://42.225.117.174:11199/tsfile/live/0110_1.m3u8
天津卫视,http://112.101.78.50:9901/tsfile/live/0135_1.m3u8
深圳卫视,http://222.169.85.8:9901/tsfile/live/0126_1.m3u8
广东卫视,http://116.128.242.83:9901/tsfile/live/0124_1.m3u8
东方卫视,http://112.101.78.50:9901/tsfile/live/0107_1.m3u8
东南卫视,http://116.128.242.83:9901/tsfile/live/0127_1.m3u8
广东卫视,http://112.46.85.60:8009/hls/36/index.m3u8
天津卫视,http://124.116.183.146:9901/tsfile/live/0135_1.m3u8
江西卫视,http://222.134.245.16:9901/tsfile/live/0138_1.m3u8
农林卫视,http://120.76.248.139/live/bfgd/4200000122.m3u8
浙江卫视,http://1.195.30.9:19901/tsfile/live/0124_1.m3u8
贵州卫视,http://111.227.196.164:9901/tsfile/live/0120_1.m3u8
湖南卫视,http://222.169.85.8:9901/tsfile/live/0128_1.m3u8
兵团卫视,http://112.101.78.50:9901/tsfile/live/0115_1.m3u8
湖北卫视,http://222.219.183.103:8089/hls/36/index.m3u8
大湾区卫视,http://222.128.55.152:9080/live/dwq.m3u8
湖南卫视,http://60.223.224.176:8888/newlive/live/hls/22/live.m3u8
广西卫视,http://223.241.247.214:9901/tsfile/live/0113_1.m3u8
江苏卫视,http://223.241.247.214:9901/tsfile/live/1008_1.m3u8
河北卫视,http://111.227.196.164:9901/tsfile/live/0117_1.m3u8
东南卫视,http://112.101.78.50:9901/tsfile/live/0137_1.m3u8
东南卫视,http://110.7.131.4:9901/tsfile/live/0137_1.m3u8
江苏卫视,http://61.156.228.12:8154/tsfile/live/0127_1.m3u8
吉林卫视,http://112.101.78.50:9901/tsfile/live/0116_1.m3u8
内蒙古卫视,http://112.101.78.50:9901/tsfile/live/0109_1.m3u8
上海卫视,http://116.128.242.83:9901/tsfile/live/0118_1.m3u8
北京卫视,http://123.129.70.178:9901/tsfile/live/0122_1.m3u8
河北卫视,http://112.101.78.50:9901/tsfile/live/0117_1.m3u8
贵州卫视,http://112.101.78.50:9901/tsfile/live/0120_1.m3u8
湖北卫视,http://111.227.196.164:9901/tsfile/live/0132_1.m3u8
四川卫视,http://112.101.78.50:9901/tsfile/live/0123_1.m3u8
重庆卫视,http://101.66.198.240:9901/tsfile/live/0142_1.m3u8
湖南卫视,http://59.39.89.130:60901/tsfile/live/0125_2.m3u8
广东卫视,http://111.227.196.164:9901/tsfile/live/0125_1.m3u8
江苏卫视,http://116.128.242.83:9901/tsfile/live/0113_1.m3u8
四川卫视,http://124.116.183.146:9901/tsfile/live/0123_1.m3u8
海南卫视,http://221.2.148.205:8154/tsfile/live/1000_1.m3u8
江苏卫视,http://112.101.78.50:9901/tsfile/live/0127_1.m3u8
江西卫视,http://223.241.247.214:9901/tsfile/live/0138_1.m3u8
黑龙江卫视,http://112.101.78.50:9901/tsfile/live/0143_1.m3u8
吉林卫视,http://223.241.247.214:9901/tsfile/live/0116_1.m3u8
贵州卫视,http://222.169.85.8:9901/tsfile/live/0120_1.m3u8
山东卫视,http://112.101.78.50:9901/tsfile/live/0131_1.m3u8
陕西卫视,http://61.138.128.226:19901/tsfile/live/0136_1.m3u8
新疆卫视,http://112.101.78.50:9901/tsfile/live/0110_1.m3u8
四川卫视,http://111.227.196.164:9901/tsfile/live/0123_1.m3u8
河南卫视,http://221.2.148.205:8154/tsfile/live/0139_1.m3u8
农林卫视,http://124.116.183.146:9901/tsfile/live/1004_1.m3u8
西藏卫视,http://113.25.252.226:9901/tsfile/live/1003_1.m3u8
云南卫视,http://112.101.78.50:9901/tsfile/live/0119_1.m3u8
江西卫视,http://61.138.128.226:19901/tsfile/live/0138_1.m3u8
辽宁卫视,http://1.198.30.184:9901/tsfile/live/0121_1.m3u8
山西卫视,http://222.169.85.8:9901/tsfile/live/0118_1.m3u8
湖南卫视,http://111.227.196.164:9901/tsfile/live/0128_1.m3u8
山东卫视,http://116.128.242.83:9901/tsfile/live/1005_1.m3u8
辽宁卫视,http://222.169.85.8:9901/tsfile/live/0121_1.m3u8
宁夏卫视,http://222.169.85.8:9901/tsfile/live/0112_1.m3u8
山西卫视,http://112.101.78.50:9901/tsfile/live/0118_1.m3u8
湖南卫视,http://112.101.78.50:9901/tsfile/live/0128_1.m3u8
河北卫视,http://222.134.245.16:9901/tsfile/live/0117_1.m3u8
湖南卫视,http://175.16.153.39:9901/tsfile/live/0128_1.m3u8
四川卫视,http://120.76.248.139/live/bfgd/4200000103.m3u8
东南卫视,http://223.241.247.214:9901/tsfile/live/0137_1.m3u8
广东卫视,http://223.241.247.214:9901/tsfile/live/1011_1.m3u8
河南卫视,http://222.169.85.8:9901/tsfile/live/0139_1.m3u8
宁夏卫视,http://112.101.78.50:9901/tsfile/live/0112_1.m3u8
安徽卫视,http://111.227.196.164:9901/tsfile/live/0130_1.m3u8
河南卫视,http://61.138.128.226:19901/tsfile/live/0139_1.m3u8
甘肃卫视,http://123.130.84.106:8154/tsfile/live/0141_1.m3u8
云南卫视,http://221.2.148.205:8154/tsfile/live/0119_1.m3u8
浙江卫视,http://112.101.78.50:9901/tsfile/live/0124_1.m3u8
辽宁卫视,http://223.241.247.214:9901/tsfile/live/0121_1.m3u8
东南卫视,http://111.227.196.164:9901/tsfile/live/0137_1.m3u8
宁夏卫视,http://123.130.84.106:8154/tsfile/live/0112_1.m3u8
山东卫视,http://111.227.196.164:9901/tsfile/live/0131_1.m3u8
四川卫视,http://116.128.242.83:9901/tsfile/live/1007_1.m3u8
新疆卫视,http://110.7.131.4:9901/tsfile/live/0110_1.m3u8
辽宁卫视,http://101.66.198.240:9901/tsfile/live/0121_1.m3u8
辽宁卫视,http://123.130.84.106:8154/tsfile/live/0121_1.m3u8
辽宁卫视,http://112.101.78.50:9901/tsfile/live/0121_1.m3u8
内蒙古卫视,http://112.99.193.34:9901/tsfile/live/1049_1.m3u8
黑龙江卫视,http://112.99.193.34:9901/tsfile/live/1027_1.m3u8
四川卫视,http://222.169.85.8:9901/tsfile/live/0123_1.m3u8
西藏卫视,http://112.101.78.50:9901/tsfile/live/0111_1.m3u8
河北卫视,http://61.138.128.226:19901/tsfile/live/0117_1.m3u8
北京卫视,http://113.25.252.226:9901/tsfile/live/0122_1.m3u8
浙江卫视,http://61.138.128.226:19901/tsfile/live/1044_1.m3u8
东方卫视,http://61.138.128.226:19901/tsfile/live/0107_1.m3u8
广东卫视,http://175.16.153.39:9901/tsfile/live/0125_1.m3u8
重庆卫视,http://175.16.153.39:9901/tsfile/live/0142_1.m3u8
深圳卫视,http://61.138.128.226:19901/tsfile/live/0126_1.m3u8
辽宁卫视,http://111.227.196.164:9901/tsfile/live/0121_1.m3u8
山西卫视,http://113.25.252.226:9901/tsfile/live/0118_1.m3u8
山东教育卫视,http://112.101.78.50:9901/tsfile/live/1017_1.m3u8
贵州卫视,http://61.138.128.226:19901/tsfile/live/0120_1.m3u8
深圳卫视,http://59.39.89.130:60901/tsfile/live/0125_11.m3u8
北京卫视,http://112.101.78.50:9901/tsfile/live/0122_1.m3u8
三沙卫视,http://175.16.153.39:9901/tsfile/live/1019_1.m3u8
湖北卫视,http://112.101.78.50:9901/tsfile/live/0132_1.m3u8
河北卫视,http://120.76.248.139/live/bfgd/4200000108.m3u8
深圳卫视,http://112.101.78.50:9901/tsfile/live/0126_1.m3u8
浙江卫视,http://175.16.153.39:9901/tsfile/live/0124_1.m3u8
延边卫视,http://61.138.128.226:19901/tsfile/live/1008_1.m3u8
上海卫视,http://223.241.247.214:9901/tsfile/live/1005_1.m3u8
贵州卫视,http://113.25.252.226:9901/tsfile/live/0120_1.m3u8
上海卫视,http://113.25.252.226:9901/tsfile/live/0107_1.m3u8
江西卫视,http://113.25.252.226:9901/tsfile/live/0138_1.m3u8
新疆卫视,http://113.25.252.226:9901/tsfile/live/0110_1.m3u8
江苏卫视,http://123.129.70.178:9901/tsfile/live/0127_1.m3u8
内蒙古卫视,http://61.138.128.226:19901/tsfile/live/0109_1.m3u8
山东卫视,http://101.65.34.154:9901/tsfile/live/0125_1.m3u8
深圳卫视,http://113.25.252.226:9901/tsfile/live/0126_1.m3u8
江西卫视,http://116.128.242.83:9901/tsfile/live/1000_1.m3u8
四川卫视,http://59.39.89.130:60901/tsfile/live/0125_16.m3u8
江苏卫视,http://123.130.84.106:8154/tsfile/live/0127_1.m3u8
浙江卫视,http://123.130.84.106:8154/tsfile/live/0124_1.m3u8
山东卫视,http://101.66.198.240:9901/tsfile/live/0131_1.m3u8
甘肃卫视,http://39.150.96.141:65535/tsfile/live/0141_1.m3u8
重庆卫视,http://123.129.70.178:9901/tsfile/live/0142_1.m3u8
浙江卫视,http://223.241.247.214:9901/tsfile/live/1010_1.m3u8
吉林卫视,http://113.25.252.226:9901/tsfile/live/0116_1.m3u8
东南卫视,http://113.25.252.226:9901/tsfile/live/0137_1.m3u8
广西卫视,https://www.yangshipin.cn/tv/home
吉林卫视,http://61.138.128.226:19901/tsfile/live/1022_1.m3u8
江苏卫视,http://61.138.128.226:19901/tsfile/live/0127_1.m3u8
天津卫视,http://223.241.247.214:9901/tsfile/live/1006_1.m3u8
四川卫视,http://113.25.252.226:9901/tsfile/live/0123_1.m3u8
安徽卫视,http://123.130.84.106:8154/tsfile/live/0130_1.m3u8
深圳卫视,http://123.129.70.178:9901/tsfile/live/0126_1.m3u8
山西卫视,http://123.130.84.106:8154/tsfile/live/0118_1.m3u8
河南卫视,http://113.25.252.226:9901/tsfile/live/0139_1.m3u8
深圳卫视,http://112.99.193.34:9901/tsfile/live/1044_1.m3u8
山西卫视,http://223.241.247.214:9901/tsfile/live/0118_1.m3u8
广西卫视,http://113.25.252.226:9901/tsfile/live/0113_1.m3u8
江苏卫视,http://113.25.252.226:9901/tsfile/live/0127_1.m3u8
黑龙江卫视,http://113.25.252.226:9901/tsfile/live/0143_1.m3u8
陕西卫视,http://113.25.252.226:9901/tsfile/live/0136_1.m3u8
青海卫视,http://113.25.252.226:9901/tsfile/live/0140_1.m3u8
